stationname,waterbody,date,do_min,do_max,do_avg,x,y
Linden Street,North Shore Channel,"五月 9, 2003",0,6.788107,0.55893008,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"五月 10, 2003",0,0,0,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"五月 11, 2003",0,0.5691491,0.03822696,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"五月 12, 2003",0,0.4585241,0.05423245,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"五月 13, 2003",0,0,0,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"五月 20, 2003",9.661147,9.921564,9.79463666,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"五月 21, 2003",9.474065,10.11292,9.84286579,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"五月 22, 2003",6.056563,9.324166,8.235782,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"五月 23, 2003",2.239063,6.968229,5.21453191,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"五月 24, 2003",2.179167,9.559898,8.59953208,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"五月 25, 2003",4.634063,8.021875,6.84369875,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"五月 26, 2003",4.384167,9.725731,8.96536579,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"五月 27, 2003",6.325781,9.735156,7.86351975,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"五月 28, 2003",2.691445,10.75922,8.91779754,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"五月 29, 2003",0.00660159,2.533789,0.5198763,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"五月 30, 2003",0.01941407,3.10875,0.97320799,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"五月 31, 2003",0.08265623,6.841406,3.27112625,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 1, 2003",3.864219,10.14766,7.9048827,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 2, 2003",5.612695,9.65875,7.2807177,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 3, 2003",2.219062,7.340521,4.90826012,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 4, 2003",2.572031,7.291771,4.87976591,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 5, 2003",0.2032813,2.092083,0.8680993,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 6, 2003",0,0,0,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 7, 2003",0,10.33542,4.74671229,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 8, 2003",2.026979,7.555833,5.41018237,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 9, 2003",4.357083,11.87771,11.00851575,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 10, 2003",5.816704,10.30833,8.39142779,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 11, 2003",4.614048,10.38431,8.23896958,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 12, 2003",7.7666,9.064569,8.38605308,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 13, 2003",5.992954,8.853318,7.26938625,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 14, 2003",4.126756,10.52525,8.31063612,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 15, 2003",7.900455,9.940819,8.8977197,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 16, 2003",6.529204,8.094517,7.17521962,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 17, 2003",6.237497,8.763006,7.78757287,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 18, 2003",5.747164,9.835664,8.39791391,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 19, 2003",5.142331,9.501164,8.15641387,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 20, 2003",6.307997,8.126164,7.43658041,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 21, 2003",4.334331,6.822664,5.90966383,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 22, 2003",2.969831,10.578,5.96233041,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 23, 2003",9.743664,11.2065,10.71291337,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 24, 2003",7.001497,11.05966,8.80141362,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 25, 2003",7.535497,10.75933,9.18491337,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 26, 2003",5.714497,9.632664,8.2096637,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 27, 2003",8.16133,10.69,10.21858004,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 28, 2003",8.194997,10.28366,9.05833012,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 29, 2003",4.86183,8.760664,7.26933016,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"六月 30, 2003",2.617997,10.22683,7.22366329,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 1, 2003",3.40383,10.80253,6.71130266,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 2, 2003",8.523156,12.45253,10.06784412,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 3, 2003",7.157531,12.64503,9.42659412,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 4, 2003",8.518782,12.61941,10.34284441,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 5, 2003",9.531906,12.29503,11.37492816,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 6, 2003",6.857531,10.15191,8.17617687,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 7, 2003",4.125656,11.58628,7.92784404,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 8, 2003",5.450031,11.09003,7.77441658,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 9, 2003",3.308728,9.752217,7.6216705,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 10, 2003",4.978363,11.29795,7.93792025,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 11, 2003",8.552321,11.19664,10.05083675,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 12, 2003",5.045446,9.455395,7.48250375,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 13, 2003",5.074144,10.9655,9.75917066,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 14, 2003",6.11727,10.39289,8.34500337,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 15, 2003",0,10.94373,5.57629054,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 16, 2003",6.681229,10.74998,9.13393754,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 17, 2003",2.998729,10.87248,7.20310408,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 18, 2003",3.039979,9.181229,7.22893737,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 19, 2003",5.491229,8.474979,7.08393729,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 20, 2003",5.191229,8.933729,7.80977083,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 21, 2003",1.069979,9.317478,6.42310416,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 22, 2003",7.512479,8.390751,8.02194383,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 23, 2003",7.723251,8.262418,8.01520966,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 24, 2003",7.653335,8.234835,7.91679304,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 25, 2003",7.816001,8.486751,8.14587616,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 26, 2003",6.519251,8.358501,7.812043,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 27, 2003",4.560001,7.930501,6.67070966,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 28, 2003",6.782251,8.452835,7.75187629,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 29, 2003",8.004002,8.674667,8.28012637,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 30, 2003",8.196085,8.646667,8.45379275,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"七月 31, 2003",6.999251,9.068501,8.49787612,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 1, 2003",4.100168,9.110584,6.56195958,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 2, 2003",6.771501,9.002501,7.69187629,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 3, 2003",4.833835,10.1045,7.67929275,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 4, 2003",6.817251,9.755918,8.77879279,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 5, 2003",5.957668,8.388095,7.38700104,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 6, 2003",5.978876,7.920803,6.93983954,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 7, 2003",4.749761,8.545178,7.256506,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 8, 2003",5.94872,7.137783,6.66817287,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 9, 2003",6.657626,7.172209,6.9990062,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 10, 2003",6.536688,6.986637,6.72733945,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 11, 2003",4.561949,6.929293,6.05733975,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 12, 2003",4.909188,8.028438,5.98703416,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 13, 2003",7.443903,8.155,7.78903537,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 14, 2003",7.072654,7.810469,7.42153558,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 15, 2003",7.376563,7.867656,7.63736866,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 16, 2003",5.852813,8.175309,7.23986887,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 17, 2003",1.231562,7.008904,5.13028558,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 18, 2003",6.197344,7.395937,6.89361891,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 19, 2003",6.644531,8.282809,7.66828437,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 20, 2003",7.208889,8.123334,7.62972104,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 21, 2003",5.304991,7.900001,7.175137,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 22, 2003",4.624445,8.075547,7.46763491,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 23, 2003",7.128325,8.201668,7.70430312,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 24, 2003",7.283325,8.138334,7.66721925,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 25, 2003",6.701658,8.386111,7.61347,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 26, 2003",4.987223,7.069991,6.068053,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 27, 2003",5.701667,8.138889,6.92763525,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 28, 2003",5.557769,7.465556,6.55388662,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 29, 2003",4.066667,7.701658,6.28680329,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 30, 2003",6.774445,7.738325,7.32721841,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"八月 31, 2003",7.110556,7.736111,7.35138691,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 1, 2003",5.52888,7.041111,6.34888604,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 2, 2003",5.387778,8.509445,7.48888729,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 3, 2003",7.471111,8.505,7.9097205,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 4, 2003",6.263333,8.431111,7.20513637,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 5, 2003",7.215,8.429436,7.95221904,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 6, 2003",3.991658,7.124444,6.16805212,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 7, 2003",1.397213,5.610547,2.8272205,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 8, 2003",2.206667,8.987779,6.68847079,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 9, 2003",6.091667,8.554436,7.51221929,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 10, 2003",4.697222,7.553334,6.086386,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 11, 2003",5.161102,8.234506,6.59867308,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 12, 2003",6.569756,7.971631,7.22698516,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 13, 2003",4.138756,9.402507,6.4834852,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 14, 2003",6.820756,9.274006,8.56623529,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 15, 2003",8.317131,10.63976,9.40273566,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 16, 2003",9.868006,11.11838,10.22465287,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 17, 2003",9.778881,10.46101,10.21406995,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 18, 2003",9.243755,10.43413,9.80223562,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 19, 2003",9.29388,10.67576,9.860819,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 20, 2003",10.19988,10.82363,10.44107,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 21, 2003",9.549631,10.55701,9.85798558,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 22, 2003",8.399755,10.45463,9.07323545,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 23, 2003",10.18951,11.33138,10.43057,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 24, 2003",9.502256,10.55476,10.06706929,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 25, 2003",9.571256,10.32863,9.92023579,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 26, 2003",8.910631,9.69313,9.41256854,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 27, 2003",7.059257,8.801006,8.11781858,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 28, 2003",6.722256,8.666756,7.54973525,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 29, 2003",6.193881,9.456132,7.70373533,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"九月 30, 2003",8.622131,9.288007,8.93284779,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 1, 2003",8.355936,9.336665,8.74796745,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 2, 2003",7.615103,8.674061,8.03713404,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 3, 2003",7.503228,8.280936,7.86296729,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 4, 2003",6.158436,8.320832,6.96005058,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 5, 2003",5.606977,7.136561,6.22630045,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 6, 2003",4.323436,5.995831,4.88671708,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 7, 2003",3.592811,4.712498,4.27367494,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 8, 2003",2.889641,4.458392,3.66570663,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 9, 2003",2.359329,10.72558,6.33094333,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 10, 2003",9.549017,10.71214,10.14136012,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 11, 2003",9.097766,11.26683,10.3567765,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 12, 2003",8.150266,9.498078,8.7967765,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 13, 2003",6.780891,10.01527,8.75261,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 14, 2003",6.448883,9.499953,8.40263495,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 15, 2003",5.266227,10.27919,8.08338791,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 16, 2003",9.246696,10.31404,9.78963787,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 17, 2003",9.535914,10.59888,9.97380483,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 18, 2003",8.363883,10.14623,9.47922112,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 19, 2003",7.981226,9.069976,8.45588775,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 20, 2003",6.683257,10.38763,8.70797095,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 21, 2003",8.883726,9.554777,9.20588325,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 22, 2003",7.692472,10.72064,9.07051262,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 23, 2003",9.073277,10.42558,9.94025975,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 24, 2003",7.652611,9.168195,8.55125912,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 25, 2003",5.971944,7.693916,6.9135112,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 26, 2003",3.671278,6.378166,5.54527541,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 27, 2003",2.354055,4.029472,3.25131687,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 28, 2003",3.298805,4.611722,4.09355995,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 29, 2003",3.137972,11.59781,7.30914745,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 30, 2003",8.81025,11.15256,10.30223341,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十月 31, 2003",7.487944,8.691889,8.1136502,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 1, 2003",7.099389,8.252527,7.7071502,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 2, 2003",6.798416,8.495306,7.70856808,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 3, 2003",3.987583,7.479888,5.99206683,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 4, 2003",1.268722,4.209222,2.92618904,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 5, 2003",2.165052,9.458913,4.98906583,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 6, 2003",9.510385,10.30247,9.98148254,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 7, 2003",8.463692,9.995719,9.23514937,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 8, 2003",7.318719,8.511051,7.87256608,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 9, 2003",6.504052,7.626385,7.12664958,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 10, 2003",4.338219,6.631719,5.34948295,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 11, 2003",2.250914,5.297052,3.62439962,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 12, 2003",1.534164,4.733303,2.7226497,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 13, 2003",2.913913,10.47539,6.6100665,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 14, 2003",8.326914,9.344525,8.92748304,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 15, 2003",6.952247,8.319858,7.59656637,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 16, 2003",5.027581,6.923719,6.20189979,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 17, 2003",3.432914,5.530525,4.57056654,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 18, 2003",2.583347,4.509181,3.25257429,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 19, 2003",0.7633473,2.564181,1.762095,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 20, 2003",0.6391807,2.391681,1.10709505,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 21, 2003",0.8241807,1.307514,1.11001288,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 22, 2003",0.1533475,0.9150141,0.58709746,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 23, 2003",0.1050142,1.493348,0.6004303,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十一月 24, 2003",1.204181,1.814181,1.47105593,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 2, 2003",11.93602,12.80562,12.360435,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 3, 2003",9.819327,12.04948,11.10440487,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 4, 2003",9.204525,12.57012,11.216816,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 5, 2003",10.85996,12.26264,11.56589541,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 6, 2003",8.724065,11.25595,9.47372458,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 7, 2003",8.154854,9.830051,8.94530337,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 8, 2003",7.787222,8.957376,8.43063225,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 9, 2003",6.358801,7.848955,7.30679445,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 10, 2003",4.723055,6.765182,6.02129008,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 11, 2003",4.788494,6.775578,5.59953583,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 12, 2003",3.930073,4.882354,4.43528137,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 13, 2003",2.911652,4.42606,3.69936033,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 14, 2003",2.754174,4.089766,3.27552262,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 15, 2003",2.566542,3.800161,3.11376825,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 16, 2003",2.205994,5.557727,3.23159712,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 17, 2003",3.127968,4.670643,4.21817612,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 18, 2003",2.469152,4.093165,3.0889217,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 19, 2003",1.016653,3.110336,2.28175239,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 20, 2003",0,1.05582,0.51304327,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 21, 2003",0,3.78582,2.35057961,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 22, 2003",0,1.864987,0.90415427,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 23, 2003",0,13.53332,5.73634534,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 24, 2003",4.656653,11.64332,8.51707129,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 25, 2003",1.547486,4.375834,2.49790583,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 26, 2003",1.036653,1.662486,1.33332133,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 27, 2003",0.3024861,1.03582,0.59040514,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 28, 2003",0,0.6658194,0.19676214,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 29, 2003",0.5258194,2.387486,1.53665386,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"十二月 30, 2003",0.7774859,1.595819,1.16465449,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"三月 9, 2004",2.787119,6.931077,3.65886337,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"三月 10, 2004",1.826233,6.086337,3.76178008,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"三月 11, 2004",3.43665,5.46941,4.35261345,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"三月 12, 2004",3.423681,5.125869,4.42136354,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"三月 13, 2004",3.16191,5.249931,4.52094683,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"三月 14, 2004",4.338161,6.600348,5.33553029,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"三月 15, 2004",4.939463,8.896598,7.30886358,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"三月 16, 2004",7.683733,9.094833,8.4572685,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"三月 17, 2004",7.263948,9.227647,8.35199525,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"三月 18, 2004",7.666188,9.265355,8.53116208,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"三月 19, 2004",8.758167,12.84588,11.14282837,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"三月 20, 2004",10.72869,12.439,11.87532875,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"三月 21, 2004",11.29009,11.65525,11.48032875,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"三月 22, 2004",7.738896,11.6315,8.95324541,-9761172.894073607,5172041.593373926
Linden Street,North Shore Channel,"三月 23, 2004",6.714313,10.05973,7.88774033,-9761172.894073607,5172041.593373926
Clark Street,Chicago River,"八月 11, 1998",8.86608,9.071393,8.97511741,-9755009.152392885,5144184.472517877
Clark Street,Chicago River,"八月 12, 1998",8.388737,8.946706,8.6843882,-9755009.152392885,5144184.472517877
Clark Street,Chicago River,"八月 13, 1998",8.070768,8.437956,8.25480483,-9755009.152392885,5144184.472517877
Clark Street,Chicago River,"八月 14, 1998",7.731237,8.067643,7.97688837,-9755009.152392885,5144184.472517877
Clark Street,Chicago River,"八月 15, 1998",7.667331,7.8903,7.78480479,-9755009.152392885,5144184.472517877
Clark Street,Chicago River,"八月 16, 1998",7.643737,7.960769,7.79647158,-9755009.152392885,5144184.472517877
Clark Street,Chicago River,"八月 17, 1998",7.504987,7.812018,7.66647141,-9755009.152392885,5144184.472517877
